Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureBand,SalaryBand,tenure_risk_score,overtime_flag,salary_gap,manager_tenure_ratio,RecruitmentCost,TrainingCost,ProductivityLoss,TotalAttritionCost,Attrition_Probability,Risk_Level
25,0,2,1280,1,7,1,3,1,143,4,1,64,2,1,6,4,1,2889,26897,1,0,0,11,3,3,80,2,2,2,3,2,2,2,1,0,3,0,0,1.5,0.3333333333333333,2889,5778,4333.5,13000.5,0.5254509797221759,Medium Risk
22,0,2,534,1,15,3,3,1,144,2,0,59,3,1,2,4,2,2871,23785,1,0,0,15,3,3,80,0,1,5,3,0,0,0,0,4,3,1,0,-15.0,0.0,2871,5742,4306.5,12919.5,0.6997215835640098,Medium Risk
51,0,1,1456,1,1,4,3,1,145,1,0,30,2,3,0,1,2,7484,25796,3,0,0,20,4,3,80,0,23,1,2,13,12,12,8,1,2,0,0,673.0,0.5714285714285714,7484,14968,11226.0,33678.0,0.4192090450146124,Medium Risk
34,1,1,658,1,7,3,1,1,147,1,1,66,1,2,2,3,2,6074,22887,1,0,1,24,4,4,80,0,9,3,3,9,7,0,6,3,2,0,1,3188.0,0.6,6074,12148,9111.0,27333.0,0.4572950458660276,Medium Risk
54,0,0,142,0,26,3,0,1,148,4,0,30,4,4,3,4,2,17328,13871,2,0,1,12,3,3,80,0,23,3,3,5,3,4,4,2,0,0,1,-126.5,0.6666666666666666,17328,34656,25992.0,77976.0,0.08769629135527254,Low Risk
24,0,2,1127,1,18,1,1,1,150,2,1,52,3,1,2,3,1,2774,13257,0,0,0,12,3,3,80,1,6,2,3,5,3,1,2,2,3,0,0,-112.0,0.3333333333333333,2774,5548,4161.0,12483.0,0.5303608667895967,Medium Risk
34,0,2,1031,1,6,4,1,1,151,3,0,45,2,2,6,2,0,4505,15000,6,0,0,15,3,3,80,1,12,3,3,1,0,0,0,0,1,1,0,1617.5,0.0,4505,9010,6757.5,20272.5,0.6542043839601721,Medium Risk
37,0,2,1189,2,3,3,1,1,152,3,1,87,3,3,7,4,2,7428,14506,2,0,0,12,3,1,80,0,12,3,3,5,3,1,3,2,2,0,0,1197.0,0.5,7428,14856,11142.0,33426.0,0.2554587250770548,Low Risk
34,0,2,1354,1,5,3,3,1,153,3,0,45,2,3,3,1,2,11631,5615,2,0,0,12,3,4,80,0,14,6,3,11,10,5,8,1,0,0,0,-5823.5,0.6666666666666666,11631,23262,17446.5,52339.5,0.07222711459888402,Low Risk
36,0,1,1467,2,11,2,5,1,154,2,0,92,3,3,7,4,1,9738,22952,0,0,0,14,3,3,80,1,10,6,3,9,7,2,8,3,2,0,0,3507.0,0.8,9738,19476,14607.0,43821.0,0.09141266673540197,Low Risk
36,0,2,922,1,3,2,1,1,155,1,0,39,3,1,2,4,0,2835,2561,5,0,0,22,4,1,80,1,7,2,3,1,0,0,0,0,3,1,0,-51.0,0.0,2835,5670,4252.5,12757.5,0.6642824123494003,Medium Risk
43,0,1,394,2,26,2,1,1,158,3,1,92,3,4,3,4,1,16959,19494,1,0,1,12,3,4,80,2,25,3,4,25,12,4,12,1,0,0,1,-495.5,0.4615384615384615,16959,33918,25438.5,76315.5,0.03157803594875088,Low Risk
30,0,1,1312,1,23,3,1,1,159,1,1,96,1,1,6,3,0,2613,22310,1,0,0,25,4,3,80,3,10,2,2,10,7,0,9,3,3,0,0,-274.5,0.8181818181818182,2613,5226,3919.5,11758.5,0.17883598483436877,Low Risk
33,0,0,750,2,22,2,2,1,160,3,1,95,3,2,7,2,1,6146,15480,0,0,0,13,3,1,80,1,8,2,4,7,7,0,7,3,2,0,0,-85.0,0.875,6146,12292,9219.0,27657.0,0.16584955260114959,Low Risk
56,1,2,441,1,14,4,1,1,161,2,0,72,3,1,6,2,1,4963,4510,9,0,1,18,3,1,80,3,7,2,3,5,4,4,3,2,1,0,1,2075.5,0.5,4963,9926,7444.5,22333.5,0.7883855883497802,High Risk
51,0,2,684,1,6,3,1,1,162,1,1,51,3,5,5,3,2,19537,6462,7,0,0,13,3,3,80,0,23,5,3,20,18,15,15,1,0,0,0,3027.0,0.7142857142857143,19537,39074,29305.5,87916.5,0.3953505264212614,Low Risk
31,1,2,249,2,6,4,1,1,163,2,1,76,1,2,7,3,1,6172,20739,4,0,1,18,3,2,80,0,12,3,2,7,7,7,7,3,2,0,1,-59.0,0.875,6172,12344,9258.0,27774.0,0.8135242881572488,High Risk
26,0,2,841,1,6,3,4,1,164,3,0,46,2,1,6,2,1,2368,23300,1,0,0,19,3,3,80,0,5,3,2,5,4,4,3,2,3,0,0,-519.5,0.5,2368,4736,3552.0,10656.0,0.7228888706805933,High Risk
58,1,2,147,1,23,4,3,1,165,4,0,94,3,3,0,4,1,10312,3465,1,0,0,12,3,4,80,1,40,3,2,40,10,15,6,1,0,0,0,3501.0,0.1463414634146341,10312,20624,15468.0,46404.0,0.304020075934769,Low Risk
19,1,2,528,2,22,1,2,1,167,4,1,50,3,1,8,3,2,1675,26820,1,0,1,19,3,4,80,0,0,2,2,0,0,0,0,4,3,1,1,-904.0,0.0,1675,3350,2512.5,7537.5,0.8813419566709976,High Risk
22,0,2,594,1,2,1,5,1,169,3,1,100,3,1,2,4,1,2523,19299,0,0,0,14,3,3,80,1,3,2,3,2,1,2,1,0,3,0,0,-363.0,0.3333333333333333,2523,5046,3784.5,11353.5,0.521381365613253,Medium Risk
49,0,2,470,1,20,4,3,1,170,3,0,96,3,2,4,1,1,6567,5549,1,0,0,14,3,3,80,0,16,2,2,15,11,5,11,1,2,0,0,120.0,0.6875,6567,13134,9850.5,29551.5,0.13918427470731115,Low Risk
43,0,1,957,1,28,3,3,1,171,2,0,72,4,1,6,3,2,4739,16090,4,0,0,12,3,4,80,0,18,2,3,3,2,1,2,2,1,0,0,1851.5,0.5,4739,9478,7108.5,21325.5,0.3840127069698006,Low Risk
50,0,1,809,2,12,3,2,1,174,3,0,77,3,3,7,4,2,9208,6645,4,0,0,11,3,4,80,0,16,3,3,2,2,2,1,0,2,0,0,2977.0,0.3333333333333333,9208,18416,13812.0,41436.0,0.3229344471483768,Low Risk
31,1,2,542,2,20,3,1,1,175,2,0,71,1,2,7,3,1,4559,24788,3,0,1,11,3,3,80,1,4,2,3,2,2,2,2,0,1,0,1,-1672.0,0.6666666666666666,4559,9118,6838.5,20515.5,0.8078433052873933,High Risk
41,0,2,802,2,9,1,1,1,176,3,1,96,3,3,7,3,0,8189,21196,3,0,1,13,3,3,80,1,12,2,3,9,7,0,7,3,2,0,1,1958.0,0.7,8189,16378,12283.5,36850.5,0.1631002276684224,Low Risk
26,0,2,1355,0,25,1,1,1,177,3,0,61,3,1,1,3,1,2942,8916,1,0,0,23,4,4,80,1,8,3,3,8,7,5,7,3,3,0,0,-151.0,0.7777777777777778,2942,5884,4413.0,13239.0,0.3833796454762974,Low Risk
36,0,2,216,1,6,2,3,1,178,2,1,84,3,2,4,2,0,4941,2819,6,0,0,20,4,4,80,2,7,0,3,3,2,0,1,2,1,0,0,-1506.0,0.25,4941,9882,7411.5,22234.5,0.5075745509234185,Medium Risk
51,1,1,1150,1,8,4,1,1,179,1,1,53,1,3,4,4,2,10650,25150,2,0,0,15,3,4,80,0,18,2,3,4,2,0,3,2,0,0,0,4203.0,0.6,10650,21300,15975.0,47925.0,0.15020388257170425,Low Risk
39,0,2,1329,2,4,4,1,1,182,4,0,47,2,2,7,3,1,5902,14590,4,0,0,14,3,3,80,1,17,1,4,15,11,5,9,1,1,0,0,-329.0,0.5625,5902,11804,8853.0,26559.0,0.17125504387463986,Low Risk
25,0,2,959,2,28,3,1,1,183,1,1,41,2,2,7,3,1,8639,24835,2,0,0,18,3,4,80,0,6,3,3,2,2,2,2,0,2,0,0,2408.0,0.6666666666666666,8639,17278,12958.5,38875.5,0.8660701647303007,High Risk
30,0,2,1240,0,9,3,0,1,184,3,1,48,3,2,1,4,1,6347,13982,0,0,1,19,3,4,80,0,12,2,1,11,9,4,7,1,2,0,1,3254.0,0.5833333333333334,6347,12694,9520.5,28561.5,0.3592184727471207,Low Risk
32,1,2,1033,1,9,3,3,1,190,1,0,41,3,1,2,1,2,4200,10224,7,0,0,22,4,1,80,0,10,2,4,5,4,0,4,2,1,0,0,1314.0,0.6666666666666666,4200,8400,6300.0,18900.0,0.7602229522664852,High Risk
45,0,2,1316,1,29,3,3,1,192,3,1,83,3,1,6,4,2,3452,9752,5,0,0,13,3,2,80,0,9,2,2,6,5,0,3,3,1,0,0,564.5,0.4285714285714285,3452,6904,5178.0,15534.0,0.35765927887578647,Low Risk
38,0,2,364,1,3,5,5,1,193,4,0,32,3,2,6,3,2,4317,2302,3,0,1,20,4,2,80,0,19,2,3,3,2,2,2,2,1,0,1,1429.5,0.5,4317,8634,6475.5,19426.5,0.45906894691567124,Medium Risk
30,0,2,438,1,18,3,1,1,194,1,0,75,3,1,6,3,2,2632,23910,1,0,0,14,3,3,80,0,5,4,2,5,4,0,4,2,3,0,0,-255.5,0.6666666666666666,2632,5264,3948.0,11844.0,0.5994935924386913,Medium Risk
32,0,1,689,2,9,2,3,1,195,4,1,35,1,2,7,4,0,4668,22812,0,0,0,17,3,4,80,3,9,2,4,8,7,0,7,3,1,0,0,-1563.0,0.7777777777777778,4668,9336,7002.0,21006.0,0.05486007355016546,Low Risk
30,0,2,201,1,5,3,5,1,197,4,0,84,3,1,6,1,0,3204,10415,5,0,0,14,3,4,80,1,8,3,3,3,2,2,2,2,1,0,0,316.5,0.5,3204,6408,4806.0,14418.0,0.6164687261535213,Medium Risk
30,0,2,1427,1,2,1,3,1,198,2,1,35,2,1,2,4,2,2720,11162,0,0,0,13,3,4,80,0,6,3,3,5,3,1,2,2,3,0,0,-166.0,0.3333333333333333,2720,5440,4080.0,12240.0,0.36113456758447515,Low Risk
41,0,1,857,1,10,3,1,1,199,4,1,91,2,4,3,1,0,17181,12888,4,0,0,13,3,2,80,1,21,2,2,7,6,7,7,3,0,0,0,-273.5,0.875,17181,34362,25771.5,77314.5,0.13860327525435892,Low Risk
41,0,2,933,1,9,4,1,1,200,3,1,94,3,1,2,1,1,2238,6961,2,0,0,21,4,4,80,1,7,2,3,5,0,1,4,2,3,0,0,-648.0,0.6666666666666666,2238,4476,3357.0,10071.0,0.3084770592195477,Low Risk
19,0,2,1181,1,3,1,3,1,201,2,0,79,3,1,2,2,2,1483,16102,1,0,0,14,3,4,80,0,1,3,3,1,0,0,0,0,3,1,0,-1403.0,0.0,1483,2966,2224.5,6673.5,0.7205644547672753,High Risk
40,0,1,1395,1,26,3,3,1,202,2,0,54,3,2,6,2,0,5605,8504,1,0,0,11,3,1,80,1,20,2,3,20,7,2,13,1,1,0,0,2717.5,0.6190476190476191,5605,11210,8407.5,25222.5,0.1521079795259213,Low Risk
35,0,2,662,2,1,5,2,1,204,3,1,94,3,3,7,2,1,7295,11439,1,0,0,13,3,1,80,2,10,3,3,10,8,0,6,3,2,0,0,1064.0,0.5454545454545454,7295,14590,10942.5,32827.5,0.12912000050006384,Low Risk
53,0,2,1436,2,6,2,2,1,205,2,1,34,3,2,8,3,1,2306,16047,2,0,1,20,4,4,80,1,13,3,1,7,7,4,5,3,3,0,1,-273.0,0.625,2306,4612,3459.0,10377.0,0.22582142195484026,Low Risk
45,0,2,194,1,9,3,1,1,206,2,1,60,3,2,2,2,0,2348,10901,8,0,0,18,3,3,80,1,20,2,1,17,9,0,15,1,3,0,0,-538.0,0.8333333333333334,2348,4696,3522.0,10566.0,0.1811035869577642,Low Risk
32,0,1,967,2,8,3,2,1,207,2,0,43,3,3,7,4,2,8998,15589,1,0,0,14,3,4,80,0,9,2,3,9,8,3,7,3,2,0,0,2767.0,0.7,8998,17996,13497.0,40491.0,0.3634163389066497,Low Risk
29,0,0,1496,1,1,1,5,1,208,4,1,41,3,2,4,3,1,4319,26283,1,0,0,13,3,1,80,1,10,1,3,10,7,0,9,3,1,0,0,-2128.0,0.8181818181818182,4319,8638,6478.5,19435.5,0.05713751244086116,Low Risk
51,0,2,1169,1,7,4,3,1,211,2,1,34,2,2,4,3,1,6132,13983,2,0,0,17,3,3,80,0,10,2,3,1,0,0,0,0,2,1,0,-315.0,0.0,6132,12264,9198.0,27594.0,0.2600841294240151,Low Risk
58,0,2,1145,1,9,3,3,1,214,2,0,75,2,1,6,2,1,3346,11873,4,0,1,20,4,2,80,1,9,3,2,1,0,0,0,0,1,1,1,458.5,0.0,3346,6692,5019.0,15057.0,0.4139346040072124,Medium Risk
40,0,2,630,2,4,4,2,1,215,3,1,67,2,3,7,4,1,10855,8552,7,0,0,11,3,1,80,1,15,2,2,12,11,2,11,1,0,0,0,4624.0,0.8461538461538461,10855,21710,16282.5,48847.5,0.30380544434793527,Low Risk
34,0,1,303,2,2,4,2,1,216,3,0,75,3,1,8,3,1,2231,11314,6,0,0,18,3,4,80,1,6,3,3,4,3,1,2,2,3,0,0,-348.0,0.4,2231,4462,3346.5,10039.5,0.6564269876903089,Medium Risk
22,0,2,1256,1,19,1,3,1,217,3,1,80,3,1,6,4,1,2323,11992,1,0,0,24,4,1,80,2,2,6,3,2,2,2,2,0,3,0,0,-564.5,0.6666666666666666,2323,4646,3484.5,10453.5,0.5623963981432026,Medium Risk
27,0,0,691,1,9,3,3,1,218,4,1,57,3,1,6,2,0,2024,5970,6,0,0,18,3,4,80,1,6,1,1,2,2,2,2,0,3,0,0,-863.5,0.6666666666666666,2024,4048,3036.0,9108.0,0.7922831988486889,High Risk
28,0,2,440,1,21,3,3,1,221,3,1,42,3,1,6,4,1,2713,6672,1,0,0,11,3,3,80,1,5,2,1,5,2,0,2,2,3,0,0,-174.5,0.3333333333333333,2713,5426,4069.5,12208.5,0.6162993578865386,Medium Risk
57,0,2,334,1,24,2,1,1,223,3,1,83,4,3,0,4,0,9439,23402,3,0,1,16,3,2,80,1,12,2,1,5,3,1,4,2,2,0,1,2628.0,0.6666666666666666,9439,18878,14158.5,42475.5,0.18411869822146135,Low Risk
27,0,0,1450,1,3,3,3,1,224,3,1,79,2,1,6,3,0,2566,25326,1,0,1,15,3,4,80,1,1,2,2,1,1,0,1,0,3,1,1,-321.5,0.5,2566,5132,3849.0,11547.0,0.5467929387413789,Medium Risk
50,0,2,1452,1,11,3,1,1,226,3,0,53,3,5,3,2,2,19926,17053,3,0,0,15,3,2,80,0,21,5,3,5,4,4,4,2,0,0,0,2471.5,0.6666666666666666,19926,39852,29889.0,89667.0,0.08822388779305379,Low Risk
41,0,2,465,1,14,3,1,1,227,1,1,56,3,1,6,3,0,2451,4609,4,0,0,12,3,1,80,1,13,2,3,9,8,1,8,3,3,0,0,-436.5,0.8,2451,4902,3676.5,11029.5,0.28617383379157846,Low Risk
30,0,2,1339,2,5,3,1,1,228,2,0,41,3,3,7,4,1,9419,8053,2,0,0,12,3,3,80,1,12,2,3,10,9,7,4,3,2,0,0,3188.0,0.3636363636363636,9419,18838,14128.5,42385.5,0.5763134945531792,Medium Risk
38,0,2,702,2,1,4,1,1,230,1,0,59,2,2,7,4,2,8686,12930,4,0,0,22,4,3,80,0,12,2,4,8,3,0,7,3,2,0,0,2455.0,0.7777777777777778,8686,17372,13029.0,39087.0,0.3892440290952603,Low Risk
32,0,2,120,1,6,5,1,1,231,3,1,43,3,1,6,3,2,3038,12430,3,0,0,20,4,1,80,0,8,2,3,5,4,1,4,2,1,0,0,150.5,0.6666666666666666,3038,6076,4557.0,13671.0,0.6085299079011637,Medium Risk
27,0,2,1157,1,17,3,5,1,233,3,1,51,3,1,6,2,1,3058,13364,0,0,1,16,3,4,80,1,6,3,2,5,2,1,1,2,1,0,1,170.5,0.1666666666666666,3058,6116,4587.0,13761.0,0.580840042609399,Medium Risk
19,1,1,602,2,1,1,5,1,235,3,0,100,1,1,8,1,2,2325,20989,0,0,0,21,4,1,80,0,1,5,4,0,0,0,0,4,3,1,0,-254.0,0.0,2325,4650,3487.5,10462.5,0.7679497913014451,High Risk
36,0,1,1480,1,3,2,3,1,238,4,1,30,3,1,2,2,2,2088,15062,4,0,0,12,3,3,80,0,13,3,2,8,7,7,2,3,3,0,0,-798.0,0.2222222222222222,2088,4176,3132.0,9396.0,0.5877540904289952,Medium Risk
30,0,0,111,1,9,3,3,1,239,3,1,66,3,2,2,1,0,3072,11012,1,0,0,11,3,3,80,2,12,4,3,12,9,6,10,1,1,0,0,186.0,0.7692307692307693,3072,6144,4608.0,13824.0,0.30776595501867704,Low Risk
45,0,2,1268,2,4,2,1,1,240,3,0,30,3,2,7,1,0,5006,6319,4,0,1,11,3,1,80,1,9,3,4,5,4,0,3,2,1,0,1,-1225.0,0.5,5006,10012,7509.0,22527.0,0.2804754932629829,Low Risk
56,0,2,713,1,8,3,1,1,241,3,0,67,3,1,6,1,0,4257,13939,4,0,1,18,3,3,80,1,19,3,3,2,2,2,2,0,1,0,1,1369.5,0.6666666666666666,4257,8514,6385.5,19156.5,0.2499824843714994,Low Risk
33,0,2,134,1,2,3,1,1,242,3,1,90,3,1,6,4,2,2500,10515,0,0,0,14,3,1,80,0,4,2,4,3,1,0,2,2,3,0,0,-387.5,0.5,2500,5000,3750.0,11250.0,0.42750611766780444,Medium Risk
19,1,2,303,1,2,3,1,1,243,2,1,47,2,1,2,4,2,1102,9241,1,0,0,22,4,3,80,0,1,3,2,1,0,1,0,0,3,1,0,-1784.0,0.0,1102,2204,1653.0,4959.0,0.8497697413795262,High Risk
46,0,2,526,2,1,2,2,1,244,2,0,92,3,3,7,1,0,10453,2137,1,0,0,25,4,3,80,3,24,2,3,24,13,15,7,1,0,0,0,4222.0,0.28,10453,20906,15679.5,47038.5,0.537386912858309,Medium Risk
38,0,2,1380,1,9,2,1,1,245,3,0,75,3,1,2,4,2,2288,6319,1,0,0,12,3,3,80,0,2,3,3,2,2,2,1,0,3,0,0,-598.0,0.3333333333333333,2288,4576,3432.0,10296.0,0.39707849730689015,Low Risk
31,0,2,140,1,12,1,3,1,246,3,0,95,3,1,6,4,1,3929,6984,8,0,1,23,4,3,80,1,7,0,3,4,2,0,2,2,1,0,1,1041.5,0.4,3929,7858,5893.5,17680.5,0.8308768528978755,High Risk
34,0,2,629,1,27,2,3,1,247,4,0,95,3,1,6,2,2,2311,5711,2,0,0,15,3,4,80,0,9,3,3,3,2,1,2,2,3,0,0,-576.5,0.5,2311,4622,3466.5,10399.5,0.5043689631927029,Medium Risk
41,1,2,1356,2,20,2,2,1,248,2,0,70,3,1,8,2,2,3140,21728,1,0,1,22,4,4,80,0,4,5,2,4,3,0,2,2,1,0,1,561.0,0.4,3140,6280,4710.0,14130.0,0.5010890099227545,Medium Risk
50,0,2,328,1,1,3,3,1,249,3,1,86,2,1,2,3,1,3690,3425,2,0,0,15,3,4,80,1,5,2,2,3,2,0,2,2,1,0,0,804.0,0.5,3690,7380,5535.0,16605.0,0.18838762898266548,Low Risk
53,0,2,1084,1,13,2,3,1,250,4,0,57,4,2,4,1,0,4450,26250,1,0,0,11,3,3,80,2,5,3,3,4,2,1,3,2,1,0,0,-1997.0,0.6,4450,8900,6675.0,20025.0,0.06867214391528674,Low Risk
33,0,2,931,1,14,3,3,1,252,4,0,72,3,1,6,2,1,2756,4673,1,0,0,13,3,4,80,1,8,5,3,8,7,1,6,3,3,0,0,-131.5,0.6666666666666666,2756,5512,4134.0,12402.0,0.1670251742323274,Low Risk
40,0,2,989,1,4,1,3,1,253,4,0,46,3,5,3,3,1,19033,6499,1,0,0,14,3,2,80,1,21,2,3,20,8,9,9,1,0,0,0,1578.5,0.4285714285714285,19033,38066,28549.5,85648.5,0.14191341763879353,Low Risk
55,0,2,692,1,14,4,3,1,254,3,1,61,4,5,5,2,2,18722,13339,8,0,0,11,3,4,80,0,36,3,3,24,15,2,15,1,0,0,0,2212.0,0.6,18722,37444,28083.0,84249.0,0.020438382742455914,Low Risk
34,0,1,1069,1,2,1,1,1,256,4,1,45,2,2,4,3,1,9547,14074,1,0,0,17,3,3,80,0,10,2,2,10,9,1,9,3,2,0,0,3100.0,0.8181818181818182,9547,19094,14320.5,42961.5,0.1357723404237569,Low Risk
51,0,2,313,1,3,3,3,1,258,4,0,98,3,4,0,2,2,13734,7192,3,0,0,18,3,3,80,0,21,6,3,7,7,1,0,3,0,0,0,6923.0,0.0,13734,27468,20601.0,61803.0,0.10771499549506959,Low Risk
52,0,2,699,1,1,4,1,1,259,3,1,65,2,5,3,3,1,19999,5678,0,0,0,14,3,1,80,1,34,5,3,33,18,11,9,1,0,0,0,2544.5,0.2647058823529412,19999,39998,29998.5,89995.5,0.043525484637007034,Low Risk
27,0,2,894,1,9,3,3,1,260,4,0,99,3,1,6,2,2,2279,11781,1,0,0,16,3,4,80,0,7,2,2,7,7,0,3,3,3,0,0,-608.5,0.375,2279,4558,3418.5,10255.5,0.3250046819822,Low Risk
35,1,2,556,1,23,2,1,1,261,2,1,50,2,2,4,3,1,5916,15497,3,0,1,13,3,1,80,0,8,1,3,1,0,0,1,0,1,1,1,-531.0,0.5,5916,11832,8874.0,26622.0,0.7758179434165475,High Risk
43,0,0,1344,1,7,3,3,1,262,4,1,37,4,1,6,4,0,2089,5228,4,0,0,14,3,4,80,3,7,3,4,5,4,2,2,2,3,0,0,-798.5,0.3333333333333333,2089,4178,3133.5,9400.5,0.14058404192649848,Low Risk
45,0,0,1195,1,2,2,3,1,264,1,1,65,2,4,3,4,1,16792,20462,9,0,0,23,4,4,80,1,22,1,3,20,8,11,8,1,0,0,0,-662.5,0.3809523809523809,16792,33584,25188.0,75564.0,0.5242582703816414,Medium Risk
37,0,2,290,1,21,3,1,1,267,2,1,65,4,1,6,1,1,3564,22977,1,0,1,12,3,1,80,1,8,3,2,8,7,1,7,3,1,0,1,676.5,0.7777777777777778,3564,7128,5346.0,16038.0,0.4653157270402618,Medium Risk
35,0,1,138,1,2,3,3,1,269,2,0,37,3,2,2,2,2,4425,15986,5,0,0,11,3,4,80,0,10,5,3,6,2,1,2,3,1,0,0,1539.0,0.2857142857142857,4425,8850,6637.5,19912.5,0.6698376678784059,Medium Risk
42,0,0,926,1,21,2,3,1,270,3,0,36,3,2,4,3,0,5265,16439,2,0,0,16,3,2,80,1,11,5,3,5,3,0,2,2,1,0,0,-1182.0,0.3333333333333333,5265,10530,7897.5,23692.5,0.14709873795160366,Low Risk
38,0,2,1261,1,2,4,1,1,271,4,1,88,3,2,4,3,1,6553,7259,9,0,0,14,3,2,80,0,14,3,3,1,0,0,0,0,2,1,0,106.0,0.0,6553,13106,9829.5,29488.5,0.5128564951847574,Medium Risk
38,0,2,1084,1,29,3,5,1,273,4,1,54,3,2,4,4,1,6261,4185,3,0,0,18,3,1,80,1,9,3,1,7,7,1,7,3,2,0,0,-186.0,0.875,6261,12522,9391.5,28174.5,0.18141557999155508,Low Risk
27,0,1,472,1,1,1,5,1,274,3,1,60,2,2,4,1,1,4298,9679,5,0,0,19,3,3,80,1,6,1,3,2,2,2,0,0,1,0,0,-2149.0,0.0,4298,8596,6447.0,19341.0,0.774509851557021,High Risk
49,0,0,1002,1,18,4,1,1,275,4,1,92,3,2,4,4,0,6804,23793,1,0,1,15,3,1,80,2,7,0,3,7,7,1,7,3,2,0,1,357.0,0.875,6804,13608,10206.0,30618.0,0.06324549443846889,Low Risk
34,0,1,878,1,10,4,3,1,277,4,1,43,3,1,6,3,0,3815,5972,1,0,1,17,3,4,80,1,5,4,4,5,3,2,0,2,1,0,1,927.5,0.0,3815,7630,5722.5,17167.5,0.44434065784756244,Medium Risk
40,0,2,905,1,19,2,3,1,281,3,1,99,3,2,2,4,1,2741,16523,8,0,1,15,3,3,80,1,15,2,4,7,2,3,7,3,3,0,1,-145.0,0.875,2741,5482,4111.5,12334.5,0.4926688760865526,Medium Risk
38,1,2,1180,1,29,1,3,1,282,2,1,70,3,2,0,1,1,6673,11354,7,0,1,19,3,2,80,0,17,2,3,1,0,0,0,0,2,1,1,-138.0,0.0,6673,13346,10009.5,30028.5,0.7570372529867454,High Risk
29,1,2,121,2,27,3,2,1,283,2,0,35,3,3,7,4,1,7639,24525,1,0,0,22,4,4,80,3,10,3,2,10,4,1,9,3,2,0,0,1408.0,0.8181818181818182,7639,15278,11458.5,34375.5,0.3621612719972964,Low Risk
22,0,2,1136,1,5,3,1,1,284,4,1,60,4,1,6,2,0,2328,12392,1,0,1,16,3,1,80,1,4,2,2,4,2,2,2,2,3,0,1,-559.5,0.4,2328,4656,3492.0,10476.0,0.6713914708957837,Medium Risk
36,0,1,635,1,18,1,3,1,286,2,0,73,3,1,2,4,2,2153,7703,1,0,0,13,3,1,80,0,8,2,3,8,1,1,7,3,3,0,0,-733.0,0.7777777777777778,2153,4306,3229.5,9688.5,0.37226317397618,Low Risk
40,0,0,1151,1,9,5,1,1,287,4,1,63,2,2,0,4,1,4876,14242,9,0,0,14,3,4,80,1,5,5,1,3,2,0,2,2,1,0,0,-1935.0,0.5,4876,9752,7314.0,21942.0,0.35605510635471044,Low Risk
46,0,2,644,1,1,4,3,1,288,4,1,97,3,3,0,1,0,9396,12368,7,0,0,16,3,3,80,1,17,3,3,4,2,0,3,2,2,0,0,2585.0,0.6,9396,18792,14094.0,42282.0,0.1842271860098104,Low Risk
32,1,2,1045,2,4,4,3,1,291,4,1,32,1,3,7,4,1,10400,25812,1,0,0,11,3,3,80,0,14,2,2,14,8,9,8,1,0,0,0,4169.0,0.5333333333333333,10400,20800,15600.0,46800.0,0.6005510562595716,Medium Risk
30,0,0,829,1,1,1,1,1,292,3,1,88,2,3,4,3,2,8474,20925,1,0,0,22,4,3,80,0,12,2,3,11,8,5,8,1,2,0,0,2027.0,0.6666666666666666,8474,16948,12711.0,38133.0,0.37737630779236725,Low Risk
27,0,1,1242,2,20,3,1,1,293,4,0,90,3,2,7,3,2,9981,12916,1,0,0,14,3,4,80,0,7,2,3,7,7,0,7,3,2,0,0,3750.0,0.875,9981,19962,14971.5,44914.5,0.26991692918266946,Low Risk
51,0,2,1469,1,8,4,1,1,296,2,1,81,2,3,5,2,1,12490,15736,5,0,0,16,3,4,80,2,16,5,1,10,9,4,7,3,0,0,0,-4020.0,0.6363636363636364,12490,24980,18735.0,56205.0,0.03920164533191621,Low Risk
30,1,2,1005,1,3,3,5,1,297,4,0,88,3,1,6,1,2,2657,8556,5,0,1,11,3,3,80,0,8,5,3,5,2,0,4,2,3,0,1,-230.5,0.6666666666666666,2657,5314,3985.5,11956.5,0.5912881087066534,Medium Risk
41,0,2,896,2,6,3,1,1,298,4,0,75,3,3,3,4,2,13591,14674,3,0,1,18,3,3,80,0,16,3,3,1,0,0,0,0,0,1,1,-3863.5,0.0,13591,27182,20386.5,61159.5,0.10519015564142538,Low Risk
30,1,1,334,2,26,4,2,1,299,3,0,52,2,2,7,1,2,6696,22967,5,0,0,15,3,3,80,0,9,5,2,6,3,0,1,3,2,0,0,465.0,0.1428571428571428,6696,13392,10044.0,30132.0,0.8444853629217036,High Risk
29,1,2,992,1,1,3,5,1,300,3,1,85,3,1,6,3,2,2058,19757,0,0,0,14,3,4,80,0,7,1,2,6,2,1,5,3,3,0,0,-829.5,0.7142857142857143,2058,4116,3087.0,9261.0,0.30395714004158847,Low Risk
